desc,reduced_topic_id
"  Borrower added on 02/20/11 > One year from now, my boyfriend and I are planning to open a yoga studio business.  We plan to get an SBA loan for $50,000 and put $10,000 of our own money into the business.  We currently have $3000 cash saved.  We have no credit card debt.  I have been a server/server trainer at SteakNShake since early December of 2009.  I make around $10/hr in combined hourly wage and tips.  I work around 24 hours per week.  My boyfriend is a yoga instructor and manager of a yoga studio.  He takes home $850-$870 every 2 weeks.  We take home $2800-$2900 per month.  Our monthly expenses are about $2280 per month, so we are able to save $520-$620 per month.<br/><br/>We bought my FICO scores a couple of days ago.  My scores are 769 and 757.  We have a business plan and 5 year projections for the yoga studio.  I am going to community college full time, and I will receive about $1000 for living expenses from the college.  We get back around $6500 from taxes since we have two small children. <br/><br/>In the next 12 months we plan to save $520-$620 per month ($6240-$7440 over 12 months) and also save next year&rsquo;s tax return money and the extra college money (another $7500).  So without a loan, we plan to have our current $3000 plus another $13,740-$14,940.  That makes $16,740-$17,940 saved 12 months from now.  <br/><br/>We read the Lending Club prospectus and looked at their requirements and how they handle loans.  We like the fact that they are up-front about how they calculate interest rates and select worthy borrowers.  The extra $7350 loan we are requesting (or $7130 after closing fees) will enable both my boyfriend and I to quit our jobs about a year from now for a few months in order to start the yoga studio in a financially safe and conservative way.  Our loan payments through Lending Club will be around $230 per month.  This loan will allow us to have a little over $20,000 saved in the next 12 months.  The installment loan will look good to the SBA as we make consistent, timely payments.  We will then put $10,000 cash into the business, request a $50,000 SBA loan with a solid business plan, and have another $10,000 available to pay over 4 months of living expenses while we start and grow the yoga studio business.<br/><br/>Thanks for your consideration.<br/>",-1
  Borrower added on 05/04/12 > This is to cover closing cost on refinancing my home<br>,1
  Borrower added on 10/23/12 > Loan being used for capital investing for growth.<br>,-1
  Borrower added on 02/21/12 > I would like to consolidate (and get rid of) several different cards and a couple other small obligations.  I was pleased with the success of another member I know and decided to come here for a loan.<br>,0
  Borrower added on 10/03/12 > I have been buying and selling smartphones for a year now from Craigslist and Ebay.  It has been doing extremely well and am now ready to open a store.<br>,8
"  Borrower added on 01/30/13 > I plan to use the funds to purchase a Flat Screen TV set and a Desk Top computer for other job purposes. I have a very stable job right now and taking advantage of this low rate loan, I will find it so easy and affordable for my budget the monthly payments.<br>",-1
  Borrower added on 01/30/13 > I needed the funds to consolidate my debts and get relief from my credit card debts which has high interest rates.<br>,1
"Had to move quickly due to organizational changes of current employer (as a result of the state of the economy). Company did not offer to pay moving expenses, need financial help to buy new furniture. ",18
  Borrower added on 03/05/14 > Paying off credit cards so I only have 1 bill instead of a few! Thank you:)<br>,-1
  Borrower added on 11/08/13 > This will be used to consolidate some long time lingering high interest debt.<br>,-1
  Borrower added on 12/27/12 > An unexpected medical issue resulted in large credit card usage during the year.  With restored health it's now time to work on over used credit. Hoping to reduce my interest rate and speed up the pay off process.<br>,-1
  Borrower added on 10/29/12 > To pay off credit card debt and car loan. We have been hit hard due to bed bugs (over $8000 in damages) and a car accident that was not our fault. We need to pay off what we owe to reduce monthly cost<br>,-1
  Borrower added on 02/19/14 > Debt Consolidation plus some Home Improvements.<br>,2
"  Borrower added on 07/13/13 > In 2007 I bought a new home and updated the old one to sell. The housing market crashed and after 1 1/2 yrs of paying 2 mortgages I became a landlord. Sewage repairs, new HVAC unit, and a kid in college made me rely on credit cards to fill the gaps.  BTW the kid graduated this year!<br>",-1
  Borrower added on 02/04/14 > myloan isto paycredit   cardoff<br><br>  Borrower added on 02/04/14 > i would like to get this loan to pay off all credit card bills and just have one payment. Thank you in advance for all the help you can give me<br>,-1
  Borrower added on 02/04/13 > This loan will be used to pay for the wedding event expenses.<br>,6
  Borrower added on 12/19/11 > To finish tenant build out.<br>,-1
"  Borrower added on 08/15/12 > At this time, I am way over my head in debt and I am looking to consolidate my outstanding debt so I can be on a practical repayment plan. I am fully employed and will not only will I be able to pay back the debt consolidation, I will be able to pay it back less than 36 months. Please help!<br><br> Borrower added on 08/15/12 > I am in over my head in debt and am looking to completely be debt free. In my debt-free pursuit, I'd like to consolidate the debt I have now so I can make easier payments and track my progress. My goal is to pay off my debt consolidation loan in less than 24 months.<br>",-1
  Borrower added on 06/28/13 > AFTER SEVERAL BAD  FALL&amp; WINTER STORMS IN  THE EAST<br>60 FT EVERYGREEN TREES FELL ON THE FENCE  &amp; SHED<br>DESTROYING THEM BOTH.....<br>,-1
  Borrower added on 04/03/13 > To pay off credit cards debt<br>,3
  Borrower added on 03/13/14 > Credit card and car loan consolidation to manage lower overall payout<br>,-1
  Borrower added on 01/26/10 > I am in the process of paying off a huge amount but would like a little cushion to help my business.<br/> Borrower added on 01/27/10 > By paying off the amount it will save me over 1100/month in payments.<br/>,-1
  Borrower added on 09/12/13 > Consolidate debt and make home improvements and know it will be paid in full within 5 years.<br>,2
  Borrower added on 11/04/13 > Debt consolidation.<br>,2
  Borrower added on 10/04/13 > Debt cosolidation<br>,2
  Borrower added on 03/27/13 > I want to pay off the credit cards. I have been able to pay at least the minimum and sometimes more every month and on time. I want to simplify and improve my credit score to excellent.<br>,-1
"  Borrower added on 06/21/10 > Hi there.  I was funded a loan through Prosper for credit consolidation at a higher rate with the intent to use that loan to pay down credit cards (as I have upon receipt of the loan).  Now that I have completed that part of my journey and discovered Lending Club, I would like to continue moving payments away from banks to share with fellow members at a lower rate to save money and ultimately reduce debt.  This loan will be used to pay off the prosper loan in its entirety, and the remaining balance will be used as a one time payment for school.  <br/><br/>As you will see, I never pay my bills late and my credit worthiness is consistent.  My priority is getting and keeping my credit as clear as possible since I am recently engaged with hopes to buy a house in a few years.  <br/><br/>Thank you for your time in considering investing in my loan.<br/>",1
  Borrower added on 06/16/10 > I HAVE A LOUISIANA STATE JOB IVE BEEN ON FOR 10+ YEARS. ALL MY BILLS ARE UP TO DATE.<br/> Borrower added on 06/16/10 > MY STATE JOB COSIST OF KEEPING UP OF APARTMENTS ON LSU<br/> Borrower added on 06/17/10 > I WORKED AT BATON ROUGE COMMUNITY COLLEGE FOR ABOUT 10 YEARS I LOVE MY POSITION<br/>,-1
"  Borrower added on 09/13/12 > This loan is to help pay back credit card debt from the past 2 years. I worked in the healthcare industry and healthcare reform ended my career. The past year I worked at some job that were below my abilities, but now I am back in a wonderful and lucrative career. This will help me and my family!<br><br> Borrower added on 09/13/12 > This loan is to help my down credit card debt. I am great borrower because I have a steady job and I am making more money every month. I was laid off from the healthcare industry due to Healthcare reform and I have finally found a career that exceeds my prior. I thank you for your help!<br>",1
